"Isbn";"Author"
"9780345448996";"Leigh Eddings"
"9780345449122";"Brad Newsham"
"9780345449344";"John Irving"
"9780345450050";"Peter David"
"9780345450302";"Amulya Malladi"
"9780345450517";"Elizabeth Knox"
"9780345450692";"Silas House"
"9780345450715";"Kristin Hannah"
"9780345450890";"Carol Goodman"
"9780345451040";"M.J. Rose"
"9780345451262";"Ad Hudler"
"9780345451323";"Eric Nylund"
"9780345452535";"Jonathan Kellerman"
"9780345452559";"Jonathan Kellerman"
"9780345452566";"Jonathan Kellerman"
"9780345452573";"Jonathan Kellerman"
"9780345452597";"Jonathan Kellerman"
"9780345452696";"Ingrid Sturgis"
"9780345453389";"Clare Naylor"
"9780345453402";"Linda Howard"
"9780345453419";"Linda Howard"
"9780345453549";"Sherrie Krantz"
"9780345453556";"Sherrie Krantz"
"9780345453815";"Julie Garwood"
"9780345454072";"John Saul"
"9780345455918";"Alice Hoffman"
"9780345456335";"Anne McCaffrey"
"9780345456335";"Tony DiTerlizzi"
"9780345456342";"Anne Rice"
"9780345456526";"Anne Perry"
"9780345456687";"Troy Denning"
"9780345456939";"Suzanne Brockmann"
"9780345457004";"Paula L. Woods"
"9780345457585";"Stephen Frey"
"9780345457646";"Marlena De Blasi"
"9780345458292";"H.P. Lovecraft"
"9780345458308";"Laura Pedersen"
"9780345458919";"Tess Gerritsen"
"9780345459169";"Timothy Zahn"
"9780345459206";"Adriana Trigiani"
"9780345459671";"Peter David"
"9780345460356";"Christina Schwarz"
"9780345460394";"Dayna Dunbar"
"9780345460691";"Jonathan Kellerman"
"9780345460745";"Jonathan Kellerman"
"9780345460950";"Douglas Adams"
"9780345463159";"John Irving"
"9780345463401";"Suzanne Brockmann"
"9780345464866";"Leanne Ely"
"9780345464958";"Lee Smith"
"9780345465085";"Laura Hillenbrand"
"9780345466631";"Richard Preston"
"9780345468390";"Alan Dean Foster"
"9780345469670";"Jill A. Davis"
"9780345470621";"Ad Hudler"
"9780345470638";"Peter Straub"
"9780345470638";"Stephen King"
"9780349100135";"Paul Bailey"
"9780349100135";"Primo Levi"
"9780349100135";"Stuart Woolf"
"9780349100371";"Shena Mackay"
"9780349101712";""
"9780349101774";"Iain Banks"
"9780349103235";"Iain Banks"
"9780349105710";"Iain Banks"
"9780349107684";"Iain Banks"
"9780349109015";"Clare Boylan"
"9780349109930";"Angela Huth"
"9780349111032";"Charles Higson"
"9780349111360";"Angela Huth"
"9780349111865";"Candace Bushnell"
"9780349113197";"Miranda Sawyer"
"9780349113852";"Julian Rathbone"
"9780349114026";"JANE GARDAM"
"9780349115085";"Julian Rathbone"
"9780349115221";"Tom Holland"
"9780349115764";"Rich Hall"
"9780352332356";"Karina Moore"
"9780356105185";"Michelle Berriedale-Johnson"
"9780361074667";"K. Jerben"
"9780373024667";"Rebecca Stratton"
"9780373025923";"Nicola West"
"9780373029570";"Kate Walker"
"9780373030934";"Stephanie Howard"
"9780373030941";"Madeleine Ker"
"9780373030958";"Jessica Steele"
"9780373031085";"Anne Weale"
"9780373031108";"Duke"
"9780373031108";"Elizabeth Duke"
"9780373031115";"Emma Goldrick"
"9780373031429";"Jennifer Taylor"
"9780373031931";"Hammond"
"9780373032075";"Jessica Marchant"
"9780373033607";"Catherine George"
"9780373033928";"Goldrick"
"9780373035038";"Rebecca Winters"
"9780373035106";"Denton"
"9780373036486";"Susan Fox"
"9780373036585";"Grace Green"
"9780373037148";"Grace Green"
"9780373037438";"Rebecca Winters"
"9780373037445";"Lucy Gordon"
"9780373037483";"Leigh Michaels"
"9780373037711";"Margaret Way"
"9780373037735";"Liz Fielding"
"9780373047239";"Karen Hughes"
"9780373051922";"Amanda Lee"
"9780373052363";"Naomi Horton"
"9780373052981";"Elaine Camp"
"9780373054749";"Browning"
"9780373057290";"Christine Rimmer"
"9780373058440";"BJ James"
"9780373063048";"Meredith Webber"
"9780373063123";"Meredith Webber"
"9780373071241";"Barbara Faith"
"9780373071487";"Kathleen Eagle"
"9780373071647";"Beverly Sommers"
"9780373071951";"Katheryn Brett"
"9780373072422";"Kathleen Eagle"
"9780373072439";"Patricia Gardner Evans"
"9780373072934";"Heather Graham Pozzessere"
"9780373073733";"Nora Roberts"
"9780373074129";"Kathleen Eagle"
"9780373074495";"Rachel Lee"
"9780373074648";"Maura Seger"
"9780373074792";"Marilyn Tracy"
"9780373074808";"Kathleen Eagle"
"9780373075119";"Emilie Richards"
"9780373075287";"Kylie Brant"
"9780373075362";"Judith Duncan"
"9780373075508";"Kim Cates"
"9780373075508";"Kimberly Cates"
"9780373075942";"Lydia Burke"
"9780373076222";"Kylie Brant"
"9780373076314";"Nora Roberts"
"9780373076376";"Merline Lovelace"
"9780373076383";"Justine Dare"
"9780373076383";"Justine Davis"
"9780373076598";"Jo Leigh"
"9780373076741";"Justine Davis"
"9780373076932";"Kylie Brant"
"9780373077281";"Justine Davis"
"9780373077359";"Kylie Brant"
"9780373078059";"Justine Dare"
"9780373078059";"Justine Davis"
"9780373078486";"Marilyn Pappano"
"9780373078813";"Terese Ramin"
"9780373079186";"Laurey Bright"
"9780373079285";"Diane Pershing"
"9780373079612";"Nora Roberts"
"9780373079629";"Suzanne Brockmann"
"9780373079711";"Sara Orwig"
"9780373085569";"Rita Rainville"
"9780373088706";"Logan"
"9780373089895";"Elizabeth August"
"9780373092239";"Carole Halston"
"9780373092741";"Kathleen Eagle"
"9780373093793";"Billie Green"
"9780373093823";"Paula Hamilton"
"9780373093915";"Bay Matthews"
"9780373094370";"Kathleen Eagle"
"9780373095247";"Mary Kirk"
"9780373095285";"Ginna Gray"
"9780373096589";"Andrea Edwards"
"9780373096824";"Halston"
"9780373097364";"Sarah Temple"
"9780373097739";"Patt Bucheister"
"9780373097845";"Trisha Alexander"
"9780373098002";"Carole Halston"
"9780373098590";"Bay Matthews"
"9780373098675";"Coughlin"
"9780373098842";"Lindsay McKenna"
"9780373098859";"Sherryl Woods"
"9780373098989";"Susan Mallery"
"9780373099153";"Carole Halston"
"9780373099160";"Bright"
"9780373099566";"Andrea Edwards"
"9780373099733";"Ginna Gray"
"9780373099894";"Patricia Kay"
"9780373099894";"Trisha Alexander"
"9780373105076";"Anne Hampson"
"9780373105403";"Margaret Pargeter"
"9780373106677";"Penny Jordan"
"9780373106691";"Carole Mortimer"
"9780373106738";"Mary Lyons"
"9780373106936";"Avery Thorne"
"9780373107070";"Patricia Lake"
"9780373107346";"Violet Winspear"
"9780373108404";"Emma Darcy"
"9780373109043";"Robyn Donald"
"9780373111350";"Alison Fraser"
"9780373111626";"Leigh Michaels"
"9780373114085";"Robyn Donald"
"9780373114207";"Roberta Leigh"
"9780373114931";"Susanne McCarthy"
"9780373115112";"Emma Darcy"
"9780373115457";"Goldrick"
"9780373116379";"Sandra Marton"
"9780373117512";"Sandra Marton"
"9780373117949";"Robyn Donald"
"9780373118335";"Darcy"
"9780373118656";"Robyn Donald"
"9780373118717";"Robyn Donald"
"9780373118779";"Donald"
"9780373118861";"Karen Van Der Zee"
"9780373119196";"Field"
"9780373120093";"Susan Napier"
"9780373121366";"Marton"
"9780373121489";"Catherine George"
"9780373121601";"Kate Walker"
"9780373121700";"Anne Mather"
"9780373121717";"Lawrence"
"9780373121854";"Kay Thorpe"
"9780373121878";"Helen Bianchin"
"9780373122653";"Emma Darcy"
"9780373122677";"Carole Mortimer"
"9780373122691";"Catherine Spencer"
"9780373122738";"Carole Mortimer"
"9780373122820";"Lindsay Armstrong"
"9780373123087";"Emma Darcy"
"9780373123100";"Helen Brooks"
"9780373123162";"Carole Mortimer"
"9780373123209";"Sara Craven"
"9780373123216";"Diana Hamilton"
"9780373123247";"Lindsay Armstrong"
"9780373123483";"Sandra Field"
"9780373123513";"Diana Hamilton"
"9780373123520";"Helen Brooks"
"9780373123537";"Lucy Monroe"
"9780373123544";"Sara Wood"
"9780373151899";" Emilie Dailey"
"9780373151899";"Janet Richards"
"9780373152506";"Penny Jordan"
"9780373152650";"Betty Neels"
"9780373152650";"Carole Mortimer"
"9780373152650";"Rebecca Winters"
"9780373153268";"Diana Palmer"
"9780373153275";"Muriel Jensen"
"9780373153305";"Diana Palmer"
"9780373160013";"Sandra Brown"
"9780373160624";"Author Unknown"
"9780373160679";"Sarah James"
"9780373160730";"Muriel Jensen"
"9780373160921";"Rebecca Bond"
"9780373161386";"Barbara Bretton"
"9780373162116";"Barbara Bretton"
"9780373162222";"Saranne Dawson"
"9780373162437";"Stella Cameron"
"9780373162512";"Barbara Bretton"
"9780373162666";"Julie Kistler"
"9780373163540";"Pamela Browning"
"9780373164387";"Tracy Hughes"
"9780373164394";"Pamela Browning"
"9780373164554";"Tracy Hughes"
"9780373165049";"Dawson"
"9780373165216";"Cathy Gillen Thacker"
"9780373165544";"Barbara Bretton"
"9780373165599";"Logan"
"9780373165674";"Miles"
"9780373165810";"Barbara Bretton"
"9780373165964";"Linda Randall Wisdom"
"9780373166121";"Judy Christenberry"
"9780373166572";"Maclay"
"9780373166619";"Judy Christenberry"
"9780373166626";"Lisa Bingham"
"9780373166800";"Winn"
"9780373166879";"Jacqueline Diamond"
"9780373166909";"Julie Kistler"
"9780373166930";"Jule McBride"
"9780373166954";"Leigh"
"9780373167524";"Linda Cajio"
"9780373168200";"Heron"
"9780373168286";"Ingrid Weaver"
"9780373168415";"Cathy Gillen Thacker"
"9780373168439";"Neesa Hart"
"9780373168521";"Pamela Bauer"
"9780373168637";"Millie Criswell"
"9780373168675";"Judy Christenberry"
"9780373168682";"Charlotte Douglas"
"9780373168705";"Cathy Gillen Thacker"
"9780373168712";"Kara Lennox"
"9780373168729";"Rita Herron"
"9780373168743";"Pamela Browning"
"9780373168804";"Leandra Logan"
"9780373168828";"Muriel Jensen"
"9780373169030";"Neesa Hart"
"9780373169047";"Kathleen Webb"
"9780373169177";"Kara Lennox"
"9780373169191";"Karen Toller Whittenburg"
"9780373169269";"Emily Dalton"
"9780373169290";"Charlotte Maclay"
"9780373169306";"Judy Christenberry"
"9780373169320";"Connie Lane"
"9780373169368";"Leah Vale"
"9780373169467";"Mindy Neff"
"9780373169474";"Mollie Molay"
"9780373169498";"Cathy Gillen Thacker"
"9780373169535";"Muriel Jensen"
"9780373169542";"Mollie Molay"
"9780373169566";"Carol Grace"
"9780373169627";"Jacqueline Diamond"
"9780373169634";"Michele Dunaway"
"9780373169689";"Dianne Castell"
"9780373169719";"Jacqueline Diamond"
"9780373169733";"Cathy Gillen Thacker"
"9780373169764";"Laura Marie Altom"
"9780373169771";"Tina Leonard"
"9780373169795";"Rita Herron"
"9780373169849";"Charlotte Maclay"
"9780373169856";"Pamela Britton"
"9780373169863";"Tina Leonard"
"9780373169870";"Mollie Molay"
"9780373169887";"Michele Dunaway"
"9780373169924";"Victoria Chancellor"
"9780373190256";"Carey"
"9780373192397";"Harbison"
"9780373194070";"Karen Rose Smith"
"9780373194711";"Valerie Parv"
"9780373194872";"Susan Meier"
"9780373194919";"BELINDA BARNES"
"9780373195039";"Carolyn Greene"
"9780373195411";"Teresa Southwick"
"9780373195817";"Cynthia Rutledge"
"9780373196500";"Susan Meier"
"9780373196630";"Nicole Burnham"
"9780373196661";"Carol Grace"
"9780373196678";"Raye Morgan"
"9780373196722";"Raye Morgan"
"9780373196746";"Teresa Southwick"
"9780373196906";"Linda Goodnight"
"9780373196920";"Karen Rose Smith"
"9780373196968";"Teresa Southwick"
"9780373196982";"Melissa McClone"
"9780373197187";"Diana Palmer"
"9780373201426";"Elizabeth Bevarly"
"9780373201426";"Joan Hohl"
"9780373201426";"Marilyn Pappano"
"9780373201457";"Dixie Browning"
"9780373201457";"Dorothy Glenn"
"9780373201457";"Joan Hohl"
"9780373201570";"Annette Broadrick"
"9780373217038";"Joan Hohl"
"9780373217212";"Sandy Steen"
"9780373217212";"Victoria Pade"
"9780373217243";"Marie Ferrarella"
"9780373217243";"Suzanne Carey"
"9780373217250";"Judith Arnold"
"9780373217250";"Pamela Browning"
"9780373218035";"Nora Roberts"
"9780373218097";"Maggie Shayne"
"9780373218110";"Ann Marie Winstom"
"9780373218110";"Eileen Wilks"
"9780373218110";"Maggie Shayne"
"9780373218127";"Nora Roberts"
"9780373218158";"Catherine Mann"
"9780373218196";"Nora Roberts"
"9780373218226";"Evelyn Vaughn"
"9780373218226";"Susan Krinard"
"9780373218226";"Tanith Lee"
"9780373218394";"Nora Roberts"
"9780373218400";"Nora Roberts"
"9780373218417";"Nora Roberts"
"9780373218479";"Nora Roberts"
"9780373218578";"Nora Roberts"
"9780373218776";"Jayne Ann Krentz"
"9780373218851";"Nora Roberts"
"9780373218875";"Debbie Macomber"
"9780373218950";"Nora Roberts"
"9780373218967";"Nora Roberts"
"9780373218974";"Nora Roberts"
"9780373221387";"Jenna Ryan"
"9780373222285";"Eve Gladstone"
"9780373222469";"Aimee Thurlo"
"9780373222810";"Dawn Stewardson"
"9780373222827";"Gordon"
"9780373223107";"Lind"
"9780373223459";"Laura Gordon"
"9780373223480";"Molly Rice"
"9780373223589";"Margaret St George"
"9780373224548";"Carly Bishop"
"9780373224616";"Gayle Wilson"
"9780373224647";"Orr"
"9780373224722";"Saranne Dawson"
"9780373224814";"Dani Sinclair"
"9780373224913";"Laura Gordon"
"9780373225132";"Gayle Wilson"
"9780373225200";"Shawna Delacorte"
"9780373225583";"Rebecca York"
"9780373225620";"Molly Rice"
"9780373225804";"Adrianne Lee"
"9780373225859";"B. J. Daniels"
"9780373226054";"Jean Barrett"
"9780373226061";"Jo Ann Vest"
"9780373226061";"Metsy Hingle"
"9780373226061";"Rebecca York"
"9780373226078";"Amanda Stevens"
"9780373226085";"Sheryl Lynn"
"9780373226139";"Dani Sinclair"
"9780373226146";"Caroline Burnes"
"9780373226276";"Adrianne Lee"
"9780373226474";"Ann Voss Peterson"
"9780373226511";"Julie Miller"
"9780373226580";"Dani Sinclair"
"9780373226665";"Julie Miller"
"9780373226696";"Caroline Burnes"
"9780373226771";"Aimee Thurlo"
"9780373226788";"Adrianne Lee"
"9780373226801";"Harper Allen"
"9780373226917";"Charlotte Douglas"
"9780373226931";"Debra Webb"
"9780373226955";"Harper Allen"
"9780373227204";"Lisa Childs"
"9780373227273";"Delores Fossen"
"9780373227389";"Mallory Kane"
"9780373227396";"Darlene Scalera"
"9780373227716";"Joanna Wayne"
"9780373227723";"Leigh Riker"
"9780373227730";"Sylvie Kurtz"
"9780373227747";"Susan Kearney"
"9780373227785";"B. J. Daniels"
"9780373230112";"Amanda Stevens"
"9780373230112";"Tara Taylor Quinn"
"9780373239962";"Nora Roberts"
"9780373240005";"Nora Roberts"
"9780373240227";"Nora Roberts"
"9780373240890";"Carole Halston"
"9780373241064";"Victoria Pade"
"9780373241224";"Hart"
"9780373241439";"Suzannah Davis"
"9780373241736";"Lindsay Mckenna"
"9780373241750";"Andrea Edwards"
"9780373241958";"Arlene James"
"9780373242030";"Christine Flynn"
"9780373242078";"Lisa Jackson"
"9780373242191";"Lisa Jackson"
"9780373242320";"Nora Roberts"
"9780373242443";"Susan Mallery"
"9780373243020";"Brashear"
"9780373243143";"Campbell"
"9780373243280";"Nora Roberts"
"9780373243433";"Brashear"
"9780373243686";"Nikki Benjamin"
"9780373243792";"Nora Roberts"
"9780373243822";"Sherryl Woods"
"9780373243945";"Sherryl Woods"
"9780373243952";"Ginna Gray"
"9780373243976";"Patricia Hagan"
"9780373244485";"Nora Roberts"
"9780373244775";"Joan Elliot Pickart"
"9780373245024";"Pamela Toth"
"9780373245079";"Joan Elliott Pickart"
"9780373245222";"Crystal Green"
"9780373245512";"Marie Ferrarella"
"9780373245581";"Cheryl St. John"
"9780373245642";"Victoria Pade"
"9780373245697";"Lois Faye Dyer"
"9780373245987";"Judy Duarte"
"9780373250110";"Melissa Senate"
"9780373250127";"Sarah Mlynowski"
"9780373250134";"Wendy Markham"
"9780373250141";"Lisa Cach"
"9780373250158";"Lynda Curnyn"
"9780373250165";"Cathy Yardley"
"9780373250172";"Ariella Papa"
"9780373250189";"Leigh Riker"
"9780373250196";"Karen Templeton"
"9780373250202";"Sarah Mlynowski"
"9780373250219";"Laura Caldwell"
"9780373250226";"Jane Sigaloff"
"9780373250233";"Erica Orloff"
"9780373250240";"Isabel Wolff"
"9780373250257";"Lynn Messina"
"9780373250271";"Melissa Senate"
"9780373250288";"Lynda Curnyn"
"9780373250295";"Caren Lissner"
"9780373250301";"Lauren Baratz-Logsted"
"9780373250332";"Carol Matthews"
"9780373250370";"Lindsay Faith Rech"
"9780373250417";"Melissa Senate"
"9780373250424";"Ariella Papa"
"9780373250462";"Laurie Graff"
"9780373250479";"Wendy Markham"
"9780373250486";"Isabel Wolff"
"9780373250523";"Caren Lissner"
"9780373250530";"Laurie Gwen Shapiro"
"9780373250592";"Lauren Baratz-Logsted"
"9780373252572";"Jayne Ann Krentz"
"9780373253180";"Barbara Delinsky"
"9780373254545";"Carroll"
"9780373254576";"Delinsky"
"9780373255245";"Elise Title"
"9780373255504";"Rita Clay Estrada"
"9780373255634";"Jennifer Crusie"
"9780373256686";"Debra Carroll"
"9780373257072";"Rush"
"9780373257812";"Alyssa Dean"
"9780373258673";"Jamie Denton"
"9780373259205";"Pamela Burford"
"9780373259281";"Donna Kauffman"
"9780373259649";"Heather Macallister"
"9780373259786";"Jill Shalvis"
"9780373259847";"Julie Leto"
"9780373259892";"Kathleen O\'Reilly"
"9780373260027";"Meek"
"9780373260478";"O\'Cork"
"9780373260775";"Meynell"
"9780373261048";"Charlaine Harris"
"9780373261079";"Eric Lloyd Wright"
"9780373261130";"B. M. Gill"
"9780373261895";"Clare Curzon"
"9780373262328";"Christine Green"
"9780373262373";"Bernard Peterson"
"9780373262403";"Sheila Simonson"
"9780373262731";"Patricia Tichenor Westfall"
"9780373263677";"Lewin"
"9780373263936";"Kathleen Barret"
"9780373263943";"Camille Minichino"
"9780373263950";"Nancy Wright"
"9780373264018";" Ail"
"9780373264018";" Bill; Lee"
"9780373264018";" Wendi; Schumacher"
"9780373264018";"Terence; Crider"
"9780373264209";"Fred Hunter"
"9780373264216";"Carla Damron"
"9780373264346";"Allana Martin"
"9780373264421";"Mary Logue"
"9780373270088";"Evelyn Vaughn"
"9780373270330";"Sharon Pape"
"9780373270972";"Nora Roberts"
"9780373271801";"Wendy Rosnau"
"9780373271863";"Kim Mckade"
"9780373271948";"Linda Turner"
"9780373272006";"Marilyn Pappano"
"9780373272358";"Merline Lovelace"
"9780373272389";"Frances Housden"
"9780373272822";"Jenna Mills"
"9780373273195";"Marie Ferrarella"
"9780373273690";"Jenna Mills"
"9780373273713";"Karen Whiddon"
"9780373273720";"Virginia Kelly"
"9780373280193";"Alan Russell"
"9780373285044";"Nora Roberts"
"9780373286713";"Lindsay McKenna"
"9780373286744";"Belmont"
"9780373288007";"Margaret Moore"
"9780373288052";"Grant"
"9780373288090";"Delacroix"
"9780373288212";"Mary McBride"
"9780373288465";"Nina Beaumont"
"9780373288502";"Claire Delacroix"
"9780373288649";"Claire Delacroix"
"9780373288687";"Margaret Moore"
"9780373288724";"Suzanne Barclay"
"9780373288816";"Claire Delacroix"
"9780373288892";"Laurel Ames"
"9780373289134";"Elizabeth Mayne"
"9780373289172";"Deborah Simmons"
"9780373289264";"Delacroix"
"9780373289271";"Cheryl St. John"
"9780373289424";"Taylor Ryan"
"9780373289516";"Amarillas"
"9780373289530";"Catherine Archer"
"9780373289608";"Judith Stacy"
"9780373289769";"Margaret Moore"
"9780373289875";"Deborah Simmons"
"9780373289875";"Margaret Moore"
"9780373289875";"Suzanne Barclay"
"9780373290017";"Shari Anton"
"9780373290055";"Madeline George"
"9780373290116";"Suzanne Barclay"
"9780373290130";"Lyn Stone"
"9780373290161";"Carolyn Davidson"
"9780373290437";"Barclay"
"9780373290567";"Carolyn Davidson"
"9780373290857";"Jillian Hart"
"9780373290864";"Judith Stacy"
"9780373291014";"Diana Hall"
"9780373291021";"Mary Burton"
"9780373291069";"Debra Lee Brown"
"9780373291106";"Sharon Schulze"
"9780373291175";"Mary Mcbride"
"9780373291182";"Amarillas"
"9780373291205";"Ana Seymour"
"9780373291212";"Judith Stacy"
"9780373291519";"Lyn Stone"
"9780373291687";"Theresa Michaels"
"9780373292158";"Carolyn Davidson"
"9780373292219";"Patricia Frances Rowell"
"9780373292226";"Judith Stacy"
"9780373292943";"Joanne Rock"
"9780373293131";"Elaine Knighton"
"9780373293148";"Victoria Bylin"
"9780373301522";"Lee Magner"
"9780373301539";"Rebecca Flanders"
"9780373301577";"Joleen Daniels"
"9780373301621";"Pamela Bauer"
"9780373301744";"Curtiss Ann Matlock"
"9780373301843";"Annette Broadrick"
"9780373320134";"Irene M. Pascoe"
"9780373440085";"Carrie Alexander"
"9780373441327";"Kathleen O\'Reilly"
"9780373441327";"Nikki Rivers"
